303,2
304,3
305,2
306,3
307,4
308,0
309,3
310,5
311,4
312,0
313,3
314,0
315,4
316,4
317,6
318,3
319,4
320,3
321,0
322,4
323,1
324,0
325,3
326,0
327,5
328,6
329,3
330,0
331,0
332,2
333,1
334,2
335,0
336,1
337,0
338,2
339,5
340,2
341,3
342,4
343,5
344,2
345,5
346,5
347,5
348,1
349,4
350,2
351,0
352,3
353,5
354,1
355,1
356,2
357,3
358,0
359,2
360,3
361,0
362,1
363,0
364,3
365,0
366,4
367,4
368,6
369,2
370,4
371,5
372,4
373,5
374,6
375,2
376,1
377,0
378,5
379,5
380,0
381,5
382,1
383,5
384,2
385,4
386,3
387,3
388,5
389,5
390,4
391,3
392,5
393,4
394,6
395,3
396,3
397,2
398,4
399,3
400,5
401,4
402,2
403,6
404,5
405,3
406,5
407,4
408,1
409,3
410,5
411,1
412,5
413,0
414,5
415,6
416,1
417,5
418,4
419,4
420,0
421,6
422,2
423,1
424,5
425,0
426,3
427,2
428,0
429,3
430,5
431,3
432,0
433,3
434,6
435,1
436,1
437,3
438,0
439,5
440,2
441,4
442,5
443,0
444,0
445,0
446,4
447,0
448,0
449,0
450,6
451,2
452,5
453,3
454,4
455,4
456,3
457,0
458,5
459,4
460,5
461,1
462,4
463,5
464,4
465,0
466,0
467,6
468,5
469,2
470,0
471,5
472,0
473,0
474,0
475,4
476,2
477,2
478,4
479,0
480,1
481,0
482,5
483,0
484,2
485,3
486,5
487,0
488,3
489,3
490,0
491,2
492,4
493,2
494,1
495,5
496,1
497,0
498,5
499,4
500,1
501,1
502,5
503,1
504,6
505,2
506,3
507,2
508,0
509,2
510,3
511,0
512,3
513,0
514,0
515,0
516,4
517,2
518,6
519,4
520,0
521,0
522,4
523,4
524,2
525,0
526,6
527,3
528,2
529,5
530,1
531,4
532,4
533,5
534,6
535,0
536,2
537,4
538,1
539,6
540,6
541,4
542,3
543,3
544,5
545,5
546,6
547,4
548,5
549,4
550,3
551,2
552,4
553,5
554,3
555,0
556,5
557,1
558,5
559,4
560,3
561,5
562,2
563,1
564,0
565,2
566,1
567,1
568,6
569,2
570,0
571,4
572,2
573,6
574,0
575,3
576,4
577,0
578,0
579,0
580,2
581,0
582,0
583,0
584,6
585,4
586,0
587,0
588,4
589,0
590,0
591,4
592,2
593,4
594,1
595,0
596,0
597,4
598,4
599,0
600,1
601,4
602,1
603,3
604,3
605,4
606,3
607,6
608,6
609,5
610,3
611,4
612,5
613,3
614,0
615,5
616,1
617,0
618,3
619,4
620,3
621,5
622,0
623,4
624,6
625,1
626,3
627,3
628,0
629,3
630,0
631,1
632,5
633,3
634,2
635,1
636,3
637,1
638,0
639,5
640,2
641,3
642,0
643,6
644,5
645,4
646,3
647,4
648,3
649,6
650,3
651,0
652,3
653,1
654,5
655,3
656,6
657,6
658,4
659,0
660,2
661,0
662,3
663,2
664,2
665,0
666,0
667,4
668,6
669,5
670,0
671,2
672,0
673,4
674,1
675,0
676,5
677,3
678,1
679,0
680,3
681,0
682,0
683,4
684,3
685,3
686,3
687,3
688,5
689,3
690,1
691,6
692,4
693,6
694,0
695,1
696,4
697,5
698,3
699,4
700,0
701,3
702,0
703,5
704,6
705,0
706,2
707,6
708,0
709,5
710,4
711,0
712,2
713,1
714,2
715,6
716,0
717,6
718,5
719,4
720,5
721,0
722,3
723,1
724,1
725,2
726,2
727,5
728,3
729,4
730,0
731,0
732,2
733,3
734,6
735,0
736,2
737,0
738,2
739,4
740,5
741,3
742,2
743,0
744,5
745,5
746,2
747,3
748,5
749,5
750,0
751,6
752,4
753,3
754,4
755,5
756,0
757,6
758,2
759,2
760,2
761,5
762,0
763,2
764,2
765,3
766,4
767,4
768,3
769,3
770,0
771,0
772,4
773,2
774,0
775,1
776,0
777,6
778,1
779,4
780,6
781,0
782,5
783,2
784,0
785,5
786,0
787,3
788,0
789,4
790,0
791,0
792,2
793,5
794,4
795,4
796,4
797,2
798,1
799,0
800,3
801,5
802,2
803,0
804,0
805,3
806,1
807,0
808,2
809,2
810,5
811,4
812,6
813,3
814,4
815,3
816,3
817,0
818,1
819,0
820,0
821,1
822,4
823,6
824,6
825,0
826,6
827,5
828,6
829,6
830,2
831,0
832,1
833,2
834,0
835,4
836,4
837,0
838,4
839,0
840,4
841,5
842,5
843,0
844,5
845,6
846,5
847,4
848,6
849,4
850,2
851,6
852,5
853,2
854,4
855,2
856,4
857,6
858,6
859,0
860,0
861,6
862,0
863,3
864,2
865,6
866,0
867,3
868,5
869,6
870,0
871,0
872,3
873,0
874,5
875,0
876,0
877,5
878,4
879,3
880,2
881,4
882,5
883,1
884,6
885,1
886,4
887,5
888,5
889,0
890,3
891,0
892,6
893,0
894,2
895,3
896,2
897,2
898,2
899,2
900,0
901,5
902,0
903,6
904,6
905,1
906,0
907,2
908,6
909,6
910,2
911,5
912,5
913,1
914,6
915,5
916,2
917,0
918,4
919,4
920,0
921,0
922,5
923,4
924,2
925,3
926,2
927,2
928,1
929,3
930,6
931,5
932,2
933,4
934,5
935,0
936,3
937,4
938,6
939,1
940,2
941,2
942,4
943,5
944,1
945,1
946,3
947,1
948,3
949,0
950,0
951,4
952,5
953,2
954,4
955,0
956,0
957,1
958,2
959,6
960,4
961,0
962,5
963,5
964,3
965,6
966,0
967,1
968,3
969,2
970,2
971,2
972,4
973,6
974,5
975,0
976,5
977,0
978,6
979,5
980,0
981,3
982,0
983,0
984,4
985,3
986,3
987,4
988,4
989,3
990,2
991,0
992,6
993,0
994,6
995,6
996,3
997,5
998,0
999,5
1000,6
1001,4
1002,3
1003,2
1004,2
1005,0
1006,4
1007,0
1008,6
1009,0
1010,2
1011,4
1012,5
1013,2
1014,0
1015,6
1016,5
1017,0
1018,5
1019,3
1020,0
1021,2
1022,0
1023,5
1024,4
1025,4
1026,0
1027,5
1028,4
1029,0
1030,5
1031,3
1032,4
1033,0
1034,4
1035,3
1036,4
1037,0
1038,4
1039,0
1040,6
1041,6
1042,6
1043,3
1044,0
1045,5
1046,1
1047,5
1048,2
1049,4
1050,6
1051,0
1052,1
1053,3
1054,3
1055,4
1056,0
1057,0
1058,4
1059,2
1060,6
1061,2
1062,3
1063,5
1064,2
1065,0
1066,0
1067,4
1068,1
1069,0
1070,2
1071,3
1072,6
1073,6
1074,4
1075,1
1076,5
1077,6
1078,2
1079,1
1080,6
1081,2
1082,3
1083,2
1084,3
1085,6
1086,4
1087,0
1088,0
1089,0
1090,6
1091,1
1092,0
1093,4
1094,6
1095,1
1096,4
1097,0
1098,2
1099,5
1100,3
1101,5
1102,5
1103,5
1104,0
1105,4
1106,2
1107,2
1108,1
1109,0
1110,5
1111,2
1112,3
1113,0
1114,5
1115,5
1116,4
1117,5
1118,3
1119,0
1120,3
1121,3
1122,6
1123,6
1124,6
1125,3
1126,0
1127,4
1128,1
1129,2
1130,3
1131,4
1132,0
1133,3
1134,2
1135,2
1136,5
1137,3
1138,3
1139,0
1140,3
1141,0
1142,5
1143,2
1144,1
1145,5
1146,1
1147,2
1148,2
1149,0
1150,3
1151,5
1152,4
1153,2
1154,5
1155,0
1156,4
1157,0
1158,2
1159,5
1160,5
1161,6
1162,0
1163,1
1164,0
1165,3
1166,5
1167,3
1168,0
1169,0
1170,1
1171,5
1172,0
1173,3
1174,0
1175,4
1176,6
1177,0
1178,6
1179,2
1180,0
1181,0
1182,4
1183,0
1184,4
1185,1
1186,4
1187,5
1188,1
1189,4
1190,5
1191,4
1192,0
1193,3
1194,5
1195,5
1196,5
1197,3
1198,0
1199,3
1200,2
1201,5
1202,6
1203,2
1204,3
1205,3
1206,0
1207,0
1208,3
1209,2
1210,3
1211,5
1212,2
1213,0
1214,0
1215,3
1216,2
1217,2
1218,5
1219,3
1220,3
1221,0
1222,4
1223,0
1224,4
1225,3
1226,0
1227,0
1228,5
1229,0
1230,2
1231,3
1232,2
1233,1
1234,2
1235,3
1236,2
1237,3
1238,3
1239,0
1240,3
1241,0
1242,5
1243,0
1244,0
1245,2
1246,1
1247,0
1248,0
1249,6
1250,2
1251,2
1252,0
1253,2
1254,5
1255,3
1256,4
1257,4
1258,4
1259,4
1260,5
1261,5
1262,2
1263,0
1264,0
1265,3
1266,3
1267,6
1268,5
1269,6
1270,5
1271,0
1272,2
1273,0
1274,6
1275,2
1276,5
1277,0
1278,5
1279,1
1280,6
1281,5
1282,5
1283,0
1284,5
1285,5
1286,3
1287,0
1288,1
1289,0
1290,2
1291,3
1292,0
1293,0
1294,3
1295,1
1296,3
1297,2
1298,3
1299,2
1300,0
1301,2
1302,0
1303,0
1304,5
1305,4
1306,0
1307,3
1308,0
1309,5
1310,0
1311,3
1312,2
1313,4
1314,0
1315,4
1316,0
1317,3
1318,4
1319,0
1320,4
1321,2
1322,4
1323,0
1324,6
1325,2
1326,0
1327,1
1328,0
1329,0
1330,5
1331,4
1332,2
1333,4
1334,3
1335,6
1336,2
1337,2
1338,0
1339,2
1340,1
1341,5
1342,3
1343,4
1344,4
1345,0
1346,4
1347,3
1348,0
1349,4
1350,4
1351,5
1352,6
1353,0
1354,5
1355,2
1356,3
1357,4
1358,0
1359,0
1360,4
1361,4
1362,4
1363,0
1364,1
1365,1
1366,3
1367,0
1368,3
1369,0
1370,1
1371,3
1372,5
1373,6
1374,1
1375,5
1376,3
1377,0
1378,2
1379,1
1380,3
1381,5
1382,3
1383,0
1384,4
1385,6
1386,5
1387,3
1388,0
1389,4
1390,3
1391,0
1392,6
1393,0
1394,6
1395,0
1396,4
1397,3
1398,6
1399,5
1400,5
1401,5
1402,4
1403,0
1404,6
1405,1
1406,2
1407,5
1408,3
1409,5
1410,5
1411,6
1412,6
1413,2
1414,5
1415,0
1416,1
1417,6
1418,4
1419,3
1420,0
1421,4
1422,5
1423,1
1424,5
1425,5
1426,1
1427,5
1428,5
1429,3
1430,0
1431,0
1432,3
1433,3
1434,4
1435,0
1436,4
1437,4
1438,6
1439,5
1440,2
1441,0
1442,6
1443,4
1444,3
1445,2
1446,2
1447,3
1448,3
1449,6
1450,6
1451,5
1452,1
1453,6
1454,6
1455,3
1456,6
1457,0
1458,6
1459,0
1460,6
1461,5
1462,4
1463,5
1464,2
1465,5
1466,6
1467,5
1468,4
1469,0
1470,5
1471,3
1472,6
1473,3
1474,6
1475,5
1476,2
1477,5
1478,3
1479,0
1480,5
1481,5
1482,3
1483,0
1484,5
1485,5
1486,3
1487,3
1488,3
1489,6
1490,2
1491,2
1492,2
1493,0
1494,4
1495,0
1496,1
1497,1
1498,0
1499,5
1500,5
1501,2
1502,2
1503,3
1504,2
1505,3
1506,0
1507,0
1508,3
1509,3
1510,0
1511,2
1512,4
1513,4
1514,1
1515,0
1516,4
1517,0
1518,6
1519,0
1520,6
1521,4
1522,3
1523,0
1524,0
1525,2
1526,0
1527,5
1528,0
1529,2
1530,0
1531,5
1532,5
1533,5
1534,5
1535,3
1536,3
1537,4
1538,1
1539,6
1540,2
1541,0
1542,5
1543,5
1544,4
1545,3
1546,3
1547,3
1548,6
1549,5
1550,3
1551,5
1552,5
1553,0
1554,6
1555,0
1556,3
1557,0
1558,3
1559,6
1560,3
1561,2
1562,4
1563,0
1564,3
1565,5
1566,2
1567,2
1568,2
1569,0
1570,2
1571,6
1572,6
1573,4
1574,2
1575,0
1576,0
1577,0
1578,6
1579,3
1580,1
1581,1
1582,0
1583,4
1584,1
1585,4
1586,4
1587,3
1588,5
1589,5
1590,3
1591,5
1592,0
1593,5
1594,1
1595,0
1596,3
1597,0
1598,1
1599,1
1600,4
1601,4
1602,2
1603,0
1604,5
1605,2
1606,1
1607,6
1608,4
1609,4
1610,3
